index,statefp,state,countyfp,county,unique.name,hurricane,zcta,time.seconds,track_order,wind_order,rain_order,track_rate,wind_rate,rain_rate,track_bid1,wind_bid1,rain_bid1,track_answer1,wind_answer1,rain_answer1,track_bid2,wind_bid2,rain_bid2,track_answer2,wind_answer2,rain_answer2,mean.inc18,female,experience,evacuate,voice,action,long_risk,age,owner,tenure,short_risk,hurricane_awareness,fema_awareness,nfip_awareness,damage,hh_size,dist.shore,loss,fem_20ws,fem_30ws,fem_40ws,fem_50ws,meaninc_20ws,meaninc_30ws,meaninc_40ws,meaninc_50ws,ownr_20ws,ownr_30ws,ownr_40ws,ownr_50ws,tax,personal,worth,costly,trust,mean.inc11,US_inc18,dif_mean
2378,37,north carolina,49,craven,north carolina craven,florence,28532,329,3,1,2,3,2,2,25,43,40,0,0,0,20,34.4,32,0,0,0,59145,1,1,0,2,2,1,37,1,2,0.2,4,4,3,0,5,4931.661904,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,0,0,64736.57,68372.58687,47.10525345
2379,45,south carolina,25,chesterfield,south carolina chesterfield,florence,29584,1400,2,1,3,2,3,2,4,5,29,1,1,1,4.8,6,34.8,1,1,1,49216,1,1,0,5,4,0.001,30,1,9.666666667,0.01,1,2,1,1,4,146976.8896,3,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,49170.82,68372.58687,-21.11848561
2380,37,north carolina,79,greene,north carolina greene,florence,28580,577,3,1,2,2,3,1,36,48,12,1,1,1,43.2,57.6,14.4,1,1,1,52937,0,1,0,1,1,1,41,1,13,0.2,4,4,1,0,2,61977.10271,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,56057.04,68372.58687,36.77864103
2381,37,north carolina,19,brunswick,north carolina brunswick,florence,28451,910,3,2,1,1,1,3,40,35,2,0,1,1,32,42,2.4,0,0,0,66511,1,1,1,1,1,0.2,30,0,2,1,3,2,1,0,4,13694.9166,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,1,0,70402.39,68372.58687,4.457108889
2382,45,south carolina,51,horry,south carolina horry,florence,29579,840,1,2,3,3,3,1,38,12,8,1,0,1,45.6,9.6,9.6,1,0,1,71683,0,1,0,2,2,0.02,73,1,2.5,0.01,3,2,2,0,1,7471.069864,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,1,74542.71,68372.58687,-19.76940904
2383,37,north carolina,133,onslow,north carolina onslow,florence,28540,429,2,1,3,2,3,2,18,34,13,1,1,0,21.6,40.8,10.4,1,1,0,60592,1,1,1,3,3,0.2,41,1,5,0.2,3,3,2,1,4,21152.93761,2,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,1,0,62746.64,68372.58687,52.74634262
2384,45,south carolina,51,horry,south carolina horry,florence,29526,419,3,1,2,1,2,3,35,46,40,0,0,0,28,36.8,32,0,0,0,59986,0,1,1,4,4,1.00E-04,40,1,25,1.00E-04,3,1,1,1,2,19629.92289,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,1,0,0,1,63493.57,68372.58687,-19.76940904
2385,37,north carolina,195,wilson,north carolina wilson,florence,27893,1468,3,2,1,3,2,2,39,23,26,0,1,1,31.2,27.6,31.2,0,1,0,46797,0,1,1,5,5,0.1,29,1,2014.5,0.2,4,3,4,0,3,84749.73139,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,1,0,46697.25,68372.58687,25.09763871
2386,37,north carolina,47,columbus,north carolina columbus,florence,28431,544,3,2,1,3,2,2,20,2,34,1,1,1,24,2.4,40.8,1,1,1,58347,1,1,0,5,5,0.05,41,1,10,0.2,4,3,2,1,7,57059.30608,3,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,49758.42,68372.58687,-2.181428
2387,37,north carolina,81,guilford,north carolina guilford,florence,27408,413,1,3,2,3,3,3,14,31,28,1,0,1,16.8,24.8,33.6,1,1,1,113928,0,0,0,2,2,0.002,72,1,27,0.01,3,2,2,0,2,261840.5017,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,0,0,119711.07,68372.58687,-0.163408257
2388,45,south carolina,43,georgetown,south carolina georgetown,florence,29576,879,2,3,1,3,1,2,27,47,9,0,0,1,21.6,37.6,10.8,0,0,1,72665,0,1,1,3,3,2.00E-04,69,1,0.5,2.00E-04,3,2,1,0,2,3504.760269,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,1,0,77915.76,68372.58687,-25.57184603
2389,37,north carolina,133,onslow,north carolina onslow,florence,28546,553,3,2,1,1,1,3,11,3,2,1,1,1,13.2,3.6,2.4,1,1,0,60513,1,1,1,2,2,0.2,66,0,5,0.1,4,3,1,1,1,19068.17898,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,1,0,65447.34,68372.58687,52.74634262
2390,45,south carolina,51,horry,south carolina horry,florence,29575,727,3,1,2,3,1,1,10,26,43,1,1,0,12,31.2,34.4,1,1,1,67645,1,1,1,3,3,0.02,68,1,1.583333333,0.01,4,2,3,0,2,1854.832278,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,63868.73,68372.58687,-19.76940904
2391,37,north carolina,49,craven,north carolina craven,florence,28523,493,1,2,3,2,3,3,21,7,20,1,1,0,25.2,8.4,16,0,0,0,70370,0,1,0,5,4,1,60,0,4.916666667,1,4,4,3,1,2,31366.7476,2,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,0,1,59521.62,68372.58687,47.10525345
2392,37,north carolina,47,columbus,north carolina columbus,florence,28455,418,2,3,1,3,2,3,5,50,47,0,0,1,4,40,56.4,0,0,1,101028,0,1,1,1,1,0.1,27,0,1,0.05,3,0,0,1,2,29011.99966,1,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,65158.06,68372.58687,-2.181428
2393,45,south carolina,51,horry,south carolina horry,florence,29588,600,3,1,2,3,3,3,6,33,32,1,1,1,7.2,39.6,38.4,1,1,1,62977,1,1,0,2,3,0.2,54,1,5,0.2,4,3,3,0,2,8506.280299,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,64800.98,68372.58687,-19.76940904
2394,45,south carolina,67,marion,south carolina marion,florence,29571,590,3,2,1,2,2,1,11,21,10,1,0,1,13.2,16.8,12,1,1,1,49720,1,1,0,1,1,0.2,21,0,4,0.1,4,3,2,0,7,70420.09283,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,1,0,49167.43,68372.58687,-22.19042179
2395,45,south carolina,41,florence,south carolina florence,florence,29501,309,2,1,3,2,2,2,20,24,19,1,0,0,24,19.2,15.2,1,0,0,74294,0,1,0,2,4,2.00E-04,55,1,28.66666667,0.001,2,0,0,0,1,103210.1001,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,1,79139.55,68372.58687,-24.61773308
2396,37,north carolina,63,durham,north carolina durham,florence,27704,353,3,1,2,1,3,3,18,15,25,0,0,0,14.4,12,20,0,0,0,56883,0,0,0,3,4,1.00E-04,47,0,0.583333333,1.00E-04,0,0,0,0,3,175901.6958,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,53345.04,68372.58687,5.178912245
2397,37,north carolina,101,johnston,north carolina johnston,florence,27527,804,3,1,2,2,3,2,37,46,16,0,1,1,29.6,55.2,19.2,0,0,1,99063,1,1,0,1,1,0.2,44,1,11.33333333,0.2,3,4,0,0,1,126244.5005,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,1,0,1,0,99160.89,68372.58687,25.63096641
2398,37,north carolina,51,cumberland,north carolina cumberland,florence,28306,330,2,3,1,3,2,3,8,9,17,0,1,1,6.4,10.8,20.4,0,1,0,68343,1,1,0,2,3,2.00E-04,19,1,19,2.00E-04,4,3,4,0,2,121672.1311,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,1,69880.33,68372.58687,13.439081
2399,37,north carolina,49,craven,north carolina craven,florence,28562,989,1,3,2,2,3,3,15,8,44,0,0,0,12,6.4,35.2,0,0,0,83027,0,1,0,2,2,1,64,1,3,0.2,3,2,2,0,2,12038.15687,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,76522.47,68372.58687,47.10525345
2400,37,north carolina,105,lee,north carolina lee,florence,27332,541,1,3,2,2,2,2,44,16,17,1,0,0,52.8,12.8,13.6,0,0,0,67232,0,1,0,4,2,2.00E-04,20,0,0.5,2.00E-04,3,2,1,0,3,171301.0993,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,65572.77,68372.58687,3.624621622
2401,37,north carolina,107,lenoir,north carolina lenoir,florence,28504,574,2,3,1,3,1,3,18,18,8,1,1,1,21.6,21.6,9.6,1,1,1,64913,1,1,0,2,4,1,63,1,59,1,4,3,2,1,1,60637.54448,2,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,66250.77,68372.58687,45.2351375
2402,37,north carolina,125,moore,north carolina moore,florence,28374,616,1,3,2,3,2,2,47,20,41,1,1,0,56.4,24,32.8,1,1,1,113041,0,1,0,2,2,0.1,76,1,17,0.1,4,3,1,0,2,170265.6305,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,106364.64,68372.58687,-6.269795238
2403,37,north carolina,191,wayne,north carolina wayne,florence,27530,564,3,2,1,3,2,2,7,16,18,1,0,0,8.4,12.8,14.4,0,0,0,55763,1,1,0,3,2,1.00E-04,21,1,4,2.00E-04,2,0,0,1,6,97981.77384,1,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,1,0,56516.95,68372.58687,37.11820667
2404,45,south carolina,51,horry,south carolina horry,florence,29588,421,2,3,1,2,3,1,35,41,19,1,0,1,42,32.8,22.8,1,0,1,62977,0,0,0,3,3,1.00E-04,79,0,0.166666667,0.001,3,3,2,0,2,8506.280299,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,1,0,64800.98,68372.58687,-19.76940904
2405,37,north carolina,179,union,north carolina union,florence,28173,560,1,3,2,2,2,2,12,10,44,1,1,0,14.4,12,35.2,1,1,0,155610,1,1,0,1,1,0.01,49,1,2,0.01,2,1,0,0,2,217278.7963,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,1,0,138667.95,68372.58687,-18.904277
2406,37,north carolina,135,orange,north carolina orange,florence,27510,388,2,1,3,1,1,3,22,28,14,0,1,1,17.6,33.6,16.8,1,0,1,68668,0,1,0,2,2,0.1,27,0,3,0.01,3,1,0,0,2,193284.2537,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,60286.63,68372.58687,3.37390339
2407,45,south carolina,41,florence,south carolina florence,florence,29541,360,2,3,1,1,2,3,49,18,13,0,0,0,39.2,14.4,10.4,0,0,0,76866,0,1,0,2,3,1.00E-04,35,1,15,1.00E-04,0,0,0,1,3,87637.05526,1,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,0,0,56149.7,68372.58687,-24.61773308
2408,37,north carolina,81,guilford,north carolina guilford,florence,27407,332,2,3,1,1,2,3,14,28,30,1,1,1,16.8,33.6,36,0,0,0,62395,1,0,0,1,1,0.02,43,0,2,0.002,4,4,3,0,5,264863.7243,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,69539.07,68372.58687,-0.163408257
2409,37,north carolina,81,guilford,north carolina guilford,florence,27301,473,3,2,1,3,1,2,50,21,39,0,1,1,40,25.2,46.8,1,0,0,72909,1,1,0,2,2,0.002,66,1,13.58333333,0.002,4,2,2,0,2,249462.8537,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,1,0,74077.15,68372.58687,-0.163408257
2410,37,north carolina,81,guilford,north carolina guilford,florence,27265,549,1,3,2,3,3,1,27,36,48,0,0,0,21.6,28.8,38.4,0,0,0,80192,0,0,0,2,2,0.2,37,1,4.416666667,0.1,2,2,1,0,6,274325.3686,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,1,81258.3,68372.58687,-0.163408257
2411,37,north carolina,31,carteret,north carolina carteret,florence,28512,671,3,1,2,1,1,2,3,22,46,1,1,0,3.6,26.4,36.8,1,1,0,90033,1,1,1,3,3,0.2,49,1,2.5,0.2,4,3,3,1,1,199.1334767,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,77097.64,68372.58687,41.98258143
2412,37,north carolina,129,new hanover,north carolina new hanover,florence,28411,787,3,1,2,1,1,2,39,3,17,0,0,0,31.2,2.4,13.6,0,0,0,95454,1,1,0,2,2,0.02,67,0,16,0.05,4,3,3,0,1,4071.787375,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,94868.02,68372.58687,25.90127429
2413,37,north carolina,125,moore,north carolina moore,florence,28374,537,3,2,1,1,1,1,10,43,5,1,1,0,12,51.6,4,0,0,0,113041,1,1,0,3,3,1.00E-04,60,1,15,1.00E-04,3,4,0,0,2,170265.6305,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,106364.64,68372.58687,-6.269795238
2414,37,north carolina,179,union,north carolina union,florence,28110,843,1,3,2,2,2,2,19,15,18,1,0,0,22.8,12,14.4,1,0,0,71674,1,1,0,3,4,1,35,0,1.083333333,0.2,2,0,0,0,4,215066.3203,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,1,1,74616.16,68372.58687,-18.904277
2415,37,north carolina,135,orange,north carolina orange,florence,27516,514,2,1,3,2,1,3,34,22,4,1,1,1,40.8,26.4,4.8,1,1,1,125797,1,1,0,2,2,0.02,55,1,10.08333333,0.002,2,1,2,0,3,199237.9882,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,0,0,112190.92,68372.58687,3.37390339
2416,37,north carolina,81,guilford,north carolina guilford,florence,27358,407,3,1,2,1,3,1,10,39,28,1,1,0,12,46.8,22.4,1,1,1,126972,1,1,0,1,1,0.2,19,1,14.5,0.1,1,0,0,1,4,271275.2731,1,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,0,0,119437.61,68372.58687,-0.163408257
2417,37,north carolina,81,guilford,north carolina guilford,florence,27455,398,1,3,2,2,3,3,5,47,39,1,0,0,6,37.6,31.2,1,0,0,110425,0,1,0,1,1,0.2,73,1,12.41666667,0.1,3,1,0,0,2,263693.8272,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,0,0,98098.69,68372.58687,-0.163408257
2418,37,north carolina,105,lee,north carolina lee,florence,27330,407,2,3,1,2,1,3,33,19,41,0,1,0,26.4,22.8,32.8,0,0,0,65114,0,1,0,2,2,1.00E-04,66,1,13,1.00E-04,2,1,0,1,1,186234.9316,2,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,1,1,0,64758.04,68372.58687,3.624621622
2419,37,north carolina,63,durham,north carolina durham,florence,27703,5919,3,1,2,3,1,3,27,11,49,1,1,1,32.4,13.2,58.8,1,1,1,76827,1,1,1,2,2,1.00E-04,43,1,2.5,2.00E-04,2,3,3,1,4,170969.9489,2,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,68255.39,68372.58687,5.178912245
2420,37,north carolina,155,robeson,north carolina robeson,florence,28384,404,2,1,3,2,3,1,50,48,45,0,0,0,40,38.4,36,0,0,0,46697,0,1,0,1,1,1,53,1,26.83333333,0.2,3,3,4,0,3,111146.0246,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,47936.86,68372.58687,-6.887723179
2421,45,south carolina,51,horry,south carolina horry,florence,29566,1007,1,3,2,3,3,1,44,35,43,0,0,0,35.2,28,34.4,0,0,0,62548,1,1,0,1,1,1,76,1,2.833333333,0.05,3,1,0,0,10,5411.450026,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,1,1,65163.71,68372.58687,-19.76940904
2422,37,north carolina,165,scotland,north carolina scotland,florence,28352,583,2,1,3,3,2,1,38,40,33,0,0,0,30.4,32,26.4,0,0,1,45480,1,1,0,5,4,0.02,48,0,5,0.02,3,2,1,1,2,127304.1764,3,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,1,0,50505.35,68372.58687,-12.50139412
2423,37,north carolina,147,pitt,north carolina pitt,florence,27858,601,1,2,3,3,1,3,22,9,33,1,1,1,26.4,10.8,39.6,1,1,1,68155,1,0,0,1,1,0.001,64,1,40,2.00E-04,3,1,0,0,2,27720.61486,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,74103.14,68372.58687,27.57499429
2424,37,north carolina,51,cumberland,north carolina cumberland,florence,28311,3254,3,2,1,3,1,2,23,25,19,1,1,1,27.6,30,22.8,1,1,1,61918,1,0,0,4,4,0.1,36,0,0.25,0.002,2,4,3,0,3,138871.9429,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,0,0,70652.12,68372.58687,13.439081
2425,37,north carolina,101,johnston,north carolina johnston,florence,27576,309,2,3,1,2,1,3,24,38,42,1,1,1,28.8,45.6,50.4,1,1,1,51578,1,1,0,1,1,0.2,74,1,30,0.2,3,2,1,1,2,113985.074,1,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,53517.93,68372.58687,25.63096641
2426,45,south carolina,41,florence,south carolina florence,florence,29506,530,1,2,3,3,3,1,48,44,43,1,0,1,57.6,35.2,51.6,1,0,1,47452,1,1,0,2,4,0.2,72,1,39.5,1,4,3,2,0,2,91422.9698,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,51602.58,68372.58687,-24.61773308
2427,37,north carolina,63,durham,north carolina durham,florence,27713,1062,3,1,2,1,1,3,15,37,8,0,0,0,12,29.6,6.4,0,0,0,93949,0,1,0,1,1,0.05,61,1,4.333333333,0.02,4,4,4,0,2,178988.1749,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,90997.77,68372.58687,5.178912245
2428,45,south carolina,51,horry,south carolina horry,florence,29527,406,3,1,2,1,2,3,12,25,5,0,0,0,9.6,20,4,0,0,0,49760,0,1,0,1,1,0.01,53,1,15.25,0.002,4,4,2,0,2,25095.17365,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,1,0,1,1,50434.16,68372.58687,-19.76940904
2429,37,north carolina,129,new hanover,north carolina new hanover,florence,28411,414,3,2,1,3,2,1,18,28,2,1,1,1,21.6,33.6,2.4,1,1,1,95454,1,1,0,5,5,0.02,56,0,3,0.02,4,2,2,0,2,4071.787375,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,94868.02,68372.58687,25.90127429
2430,45,south carolina,43,georgetown,south carolina georgetown,florence,29576,1523,3,1,2,3,1,3,15,12,47,1,1,1,18,14.4,56.4,1,1,1,72665,0,1,0,4,4,1,69,1,8,0.2,4,4,4,0,1,3504.760269,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,77915.76,68372.58687,-25.57184603
2431,45,south carolina,43,georgetown,south carolina georgetown,florence,29585,531,1,2,3,3,3,3,49,8,37,1,1,1,58.8,9.6,44.4,1,1,1,98386,1,1,1,2,2,0.05,81,1,17,0.02,4,3,4,0,2,6237.815359,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,88820.26,68372.58687,-25.57184603
2432,37,north carolina,63,durham,north carolina durham,florence,27703,578,2,1,3,3,3,3,15,25,34,0,1,0,12,30,27.2,0,0,0,76827,0,0,0,2,2,2.00E-04,75,1,1.666666667,1.00E-04,3,1,1,0,2,170969.9489,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,1,0,1,0,68255.39,68372.58687,5.178912245
2433,37,north carolina,13,beaufort,north carolina beaufort,florence,27889,612,2,1,3,1,2,3,40,25,23,0,0,0,32,20,18.4,0,0,0,60630,0,1,0,3,1,0.002,66,1,15,0.001,3,2,1,0,2,9716.789176,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,58651.52,68372.58687,19.8284391
2434,37,north carolina,81,guilford,north carolina guilford,florence,27407,659,2,3,1,3,3,3,9,31,35,0,0,1,7.2,24.8,42,0,0,1,62395,0,1,0,2,2,0.05,57,1,14.25,0.05,3,2,1,0,1,264863.7243,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,0,1,69539.07,68372.58687,-0.163408257
2435,37,north carolina,81,guilford,north carolina guilford,florence,27405,655,1,3,2,3,1,1,21,21,22,1,0,1,25.2,16.8,26.4,1,1,0,48033,1,1,0,3,3,1.00E-04,43,0,0.5,1.00E-04,3,0,0,0,3,255425.9611,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,1,1,1,1,44106.16,68372.58687,-0.163408257
2436,37,north carolina,19,brunswick,north carolina brunswick,florence,28467,1265,2,1,3,2,1,3,5,9,30,0,0,0,4,7.2,24,0,0,0,67596,0,1,1,1,1,1,46,0,5,1,4,3,1,0,1,7028.44085,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,1,0,0,0,0,59893.39,68372.58687,4.457108889
2437,37,north carolina,147,pitt,north carolina pitt,florence,27858,712,1,2,3,1,3,2,32,31,4,1,0,1,38.4,24.8,4.8,1,0,1,68155,1,1,0,2,5,0.1,23,0,0.416666667,0.1,4,3,0,0,2,27720.61486,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,1,74103.14,68372.58687,27.57499429
2438,37,north carolina,147,pitt,north carolina pitt,florence,27834,3864,2,3,1,1,3,1,10,37,25,1,1,1,12,44.4,30,1,1,1,49882,0,1,0,4,2,1.00E-04,33,1,10,1.00E-04,2,2,2,0,1,39955.2081,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,0,0,0,49942.61,68372.58687,27.57499429
2439,37,north carolina,63,durham,north carolina durham,florence,27703,1110,1,2,3,3,2,1,39,46,50,1,1,1,46.8,55.2,60,1,1,1,76827,0,1,0,1,4,0.2,38,1,4,0.1,2,1,0,0,3,170969.9489,,0.514028049,0.508922556,0.509344473,0.509353161,64303.69141,64027.80903,64585.30279,64350.8587,0.617343294,0.58626923,0.584894984,0.585291172,0,0,1,0,0,68255.39,68372.58687,5.178912245
