geoid,tot.pop18,male.pop18,fem.pop18,med.inc18,mean.inc18,mean.inc18.moe,zcta
8600000US95076,62148,31182,30966,63979,87605,3700,95076
8600000US95110,15620,8787,6833,87634,112562,8817,95110
8600000US95111,46170,23371,22799,69039,89871,4293,95111
8600000US95112,50899,26948,23951,63500,91801,3902,95112
8600000US95113,1903,1101,802,122120,160292,22618,95113
8600000US95116,41427,21141,20286,60855,78878,3101,95116
8600000US95117,23545,11998,11547,91347,124821,8108,95117
8600000US95118,24216,11943,12273,107701,138663,6291,95118
8600000US95119,7729,3801,3928,118090,132662,10414,95119
8600000US95120,28355,13879,14476,185800,217091,7836,95120
8600000US95121,29990,14816,15174,102728,124432,5372,95121
8600000US95122,42829,21255,21574,73388,90620,3848,95122
8600000US95123,51779,25021,26758,112946,129066,3267,95123
8600000US95124,37792,18974,18818,143425,170138,7072,95124
8600000US95125,42114,19827,22287,116708,161318,5918,95125
8600000US95126,29433,15250,14183,92788,129319,5975,95126
8600000US95127,50446,26227,24219,92419,112511,3756,95127
8600000US95128,29787,14870,14917,88007,117965,4775,95128
8600000US95129,30453,15123,15330,144333,170495,7478,95129
8600000US95130,10998,5342,5656,120639,154746,11687,95130
8600000US95131,25381,13169,12212,121567,145256,8461,95131
8600000US95132,33294,16397,16897,111623,132101,4490,95132
8600000US95133,22626,11339,11287,82487,107899,6412,95133
8600000US95134,23042,12723,10319,139558,152679,6458,95134
8600000US95135,17049,7970,9079,142531,164386,9170,95135
8600000US95136,36165,17279,18886,104909,129147,6043,95136
8600000US95138,15504,7659,7845,173286,221429,18855,95138
8600000US95139,5468,2893,2575,135089,148439,11613,95139
8600000US95140,115,64,51,71563,76752,32767,95140
8600000US95148,38140,18602,19538,129984,146982,4525,95148
8600000US95202,4388,2035,2353,14484,24968,3953,95202
8600000US95203,11755,5908,5847,41452,57187,4699,95203
8600000US95204,22259,10507,11752,48062,65758,4485,95204
8600000US95205,26455,13765,12690,35544,45798,3229,95205
8600000US95206,43316,20970,22346,48908,59077,2493,95206
8600000US95207,38467,17917,20550,44103,62304,2453,95207
8600000US95209,32075,15581,16494,78883,90364,3852,95209
8600000US95210,29342,13618,15724,43587,58526,4611,95210
8600000US95211,1606,693,913,,,,95211
8600000US95212,20113,9918,10195,88178,104976,7162,95212
8600000US95215,17561,9592,7969,45501,64708,6045,95215
8600000US95219,22003,10669,11334,83194,119916,10361,95219
8600000US95220,6015,2927,3088,74583,102447,14970,95220
8600000US95222,4421,2166,2255,52289,73716,8075,95222
8600000US95223,2579,1424,1155,59330,87394,22193,95223
8600000US95224,166,65,101,32961,56926,33377,95224
8600000US95225,339,185,154,66417,79268,24295,95225
8600000US95226,16,16,0,,,,95226
8600000US95227,628,302,326,92938,129285,51532,95227
8600000US95228,3740,1921,1819,80706,95414,11849,95228
8600000US95230,371,211,160,85299,102369,59760,95230
8600000US95231,4252,2967,1285,41445,50300,7744,95231
8600000US95232,164,77,87,56579,70184,31429,95232
8600000US95233,432,193,239,70625,85103,27497,95233
8600000US95234,52,37,15,,,,95234
8600000US95236,3243,1593,1650,74184,106294,14433,95236
8600000US95237,2533,1291,1242,56190,78552,11947,95237
8600000US95240,34548,17040,17508,46309,66540,2350,95240
8600000US95242,20313,9831,10482,68611,97056,9060,95242
8600000US95245,1646,868,778,49549,73086,17687,95245
8600000US95246,1019,565,454,40997,52892,12025,95246
8600000US95247,3560,1518,2042,49162,88339,16233,95247
8600000US95248,175,84,91,28750,35230,14572,95248
8600000US95249,3529,1837,1692,35745,56667,13610,95249
8600000US95250,0,0,0,,,,95250
8600000US95251,541,233,308,58547,76136,26184,95251
8600000US95252,12487,6011,6476,77188,89292,6753,95252
8600000US95254,1106,585,521,100795,103789,20949,95254
8600000US95255,1200,682,518,34444,45702,7757,95255
8600000US95257,354,130,224,51193,58879,17502,95257
8600000US95258,3062,1520,1542,88630,111884,13460,95258
8600000US95301,27360,14048,13312,57322,75619,4172,95301
8600000US95303,684,405,279,58542,189405,122261,95303
8600000US95304,11637,7004,4633,88152,121341,14003,95304
8600000US95305,37,20,17,,,,95305
8600000US95306,794,435,359,45705,63830,22447,95306
8600000US95307,30875,15307,15568,54405,65061,2676,95307
8600000US95310,1660,863,797,37929,56989,10540,95310
8600000US95311,1506,725,781,44107,58034,10284,95311
8600000US95312,200,100,100,62688,69219,26118,95312
8600000US95313,965,500,465,48063,64254,17529,95313
8600000US95314,95,67,28,,,,95314
8600000US95315,9674,4837,4837,55795,63984,5506,95315
8600000US95316,4878,2380,2498,67012,85118,12584,95316
8600000US95317,601,364,237,39464,91064,36118,95317
8600000US95318,179,114,65,,73261,17821,95318
8600000US95319,1217,705,512,31512,38375,8950,95319
8600000US95320,9704,4759,4945,68326,88725,7059,95320
8600000US95321,3011,1338,1673,52297,74347,9862,95321
8600000US95322,7778,3862,3916,53737,71451,11946,95322
8600000US95323,917,468,449,65000,74314,10304,95323
8600000US95324,6144,3019,3125,62022,86792,8606,95324
8600000US95325,77,31,46,,,,95325
8600000US95326,6879,3100,3779,74777,88429,8588,95326
8600000US95327,6981,4709,2272,52656,76079,14936,95327
8600000US95328,3215,1444,1771,54806,64657,11632,95328
8600000US95329,2123,1107,1016,60556,78479,10916,95329
8600000US95330,15641,7817,7824,81339,91046,4483,95330
8600000US95333,1844,972,872,48785,70086,13886,95333
8600000US95334,11570,5723,5847,52284,64740,5195,95334
8600000US95335,183,109,74,40893,36918,15029,95335
8600000US95336,35217,16825,18392,62362,78316,3668,95336
8600000US95337,27584,13439,14145,80351,93986,4641,95337
8600000US95338,8883,4403,4480,51833,65774,5102,95338
8600000US95340,27507,13464,14043,56089,77035,3819,95340
8600000US95341,20711,10526,10185,37105,57729,4630,95341
8600000US95345,642,233,409,51563,51698,18447,95345
8600000US95346,1355,769,586,65365,80114,19487,95346
8600000US95348,25351,12069,13282,45195,63922,7082,95348
8600000US95350,40579,19115,21464,49832,65701,2776,95350
8600000US95351,33956,16536,17420,40819,50962,2465,95351
8600000US95354,18556,9126,9430,49358,65972,5463,95354
8600000US95355,44924,21018,23906,65854,83558,3580,95355
8600000US95356,25316,12501,12815,69334,100272,8197,95356
8600000US95357,8249,4039,4210,65933,82822,7223,95357
8600000US95358,23416,12614,10802,59708,75092,4037,95358
8600000US95360,9136,4490,4646,60586,75061,9350,95360
8600000US95361,25509,12560,12949,62921,87755,5457,95361
8600000US95363,19111,9937,9174,66578,82395,6309,95363
8600000US95364,0,0,0,,,,95364
8600000US95365,3283,1831,1452,39808,46645,5103,95365
8600000US95366,13009,6394,6615,84201,105560,6123,95366
8600000US95367,18671,9092,9579,67746,83691,4573,95367
8600000US95368,10074,5115,4959,73073,79515,6975,95368
8600000US95369,748,407,341,48750,65571,10354,95369
8600000US95370,22792,10903,11889,55676,81483,5662,95370
8600000US95372,1608,951,657,76667,78784,12244,95372
8600000US95374,1395,762,633,49938,135739,73439,95374
8600000US95375,5,5,0,,,,95375
8600000US95376,38278,18848,19430,76261,89722,3016,95376
8600000US95377,23129,11577,11552,105120,118201,6054,95377
8600000US95379,2892,1478,1414,62179,64692,9170,95379
8600000US95380,30562,14972,15590,45901,63991,3707,95380
8600000US95382,28700,13447,15253,69720,89556,6898,95382
8600000US95383,3284,1728,1556,64338,108592,40656,95383
8600000US95385,342,192,150,51429,57157,18408,95385
8600000US95386,7225,3662,3563,58529,74655,6185,95386
8600000US95387,439,210,229,39952,48575,14446,95387
8600000US95388,9400,5001,4399,44646,57873,5031,95388
8600000US95389,1291,846,445,63214,69350,17551,95389
8600000US95391,10104,4766,5338,130476,141114,9824,95391
8600000US95401,30314,14663,15651,66633,91416,5652,95401
8600000US95403,35559,17268,18291,73985,93715,4506,95403
8600000US95404,32388,15803,16585,77127,106234,5881,95404
8600000US95405,17631,8017,9614,84354,103584,5906,95405
8600000US95407,30788,15569,15219,59971,71665,3338,95407
8600000US95409,22614,9919,12695,74333,99740,5154,95409
8600000US95410,1029,520,509,47422,102858,51557,95410
8600000US95412,357,202,155,70536,84438,23511,95412
8600000US95415,1039,554,485,40878,74512,25482,95415
8600000US95417,357,241,116,63625,69048,12766,95417
8600000US95420,489,291,198,102607,98843,25479,95420
8600000US95421,1511,723,788,55833,77197,10049,95421
8600000US95422,11637,5726,5911,29069,40937,3310,95422
8600000US95423,3236,1708,1528,44611,63747,14311,95423
8600000US95425,8260,3953,4307,69153,90078,6678,95425
8600000US95426,1214,688,526,82219,83294,15998,95426
8600000US95427,206,95,111,24125,31852,14063,95427
8600000US95428,1947,1044,903,37031,53782,10283,95428
8600000US95429,124,83,41,54643,92784,57747,95429
8600000US95430,7,7,0,,,,95430
8600000US95431,196,122,74,,,,95431
8600000US95432,445,251,194,44063,56683,18313,95432
8600000US95435,14,0,14,,,,95435
8600000US95436,5438,2755,2683,63556,89706,8965,95436
8600000US95437,11680,5816,5864,45833,59848,3592,95437
8600000US95439,531,336,195,52500,91173,34168,95439
8600000US95441,1705,978,727,86154,116706,15385,95441
8600000US95442,2560,1278,1282,114879,150064,33678,95442
8600000US95443,211,112,99,16250,21907,9235,95443
8600000US95444,546,178,368,62685,70224,25139,95444
8600000US95445,1893,901,992,56227,66478,10297,95445
8600000US95446,4519,2353,2166,61161,81278,9439,95446
8600000US95448,14640,7262,7378,89719,140252,14819,95448
8600000US95449,1217,691,526,46111,73460,20940,95449
8600000US95450,270,155,115,58958,77358,18730,95450
8600000US95451,9250,4387,4863,51469,69016,6510,95451
8600000US95452,923,408,515,87961,91722,32899,95452
8600000US95453,9052,4387,4665,45763,67836,6867,95453
8600000US95454,1915,880,1035,34699,45094,8141,95454
8600000US95456,672,250,422,44261,58640,17752,95456
8600000US95457,2691,1399,1292,48260,60709,10267,95457
8600000US95458,2437,1338,1099,41579,66325,24718,95458
8600000US95459,461,228,233,50972,65497,16642,95459
8600000US95460,1997,1047,950,64464,87951,23059,95460
8600000US95461,1987,995,992,42250,64632,17573,95461
8600000US95462,1090,564,526,45588,74254,22086,95462
8600000US95463,152,56,96,61513,55431,14298,95463
8600000US95464,1936,1018,918,45246,52010,8652,95464
8600000US95465,1863,931,932,58778,120512,32231,95465
8600000US95466,748,429,319,60139,74692,14003,95466
8600000US95467,4617,2177,2440,63384,78526,10758,95467
8600000US95468,1013,476,537,48365,56521,7271,95468
8600000US95469,1463,743,720,52650,68043,10872,95469
8600000US95470,4405,2265,2140,62600,80071,8278,95470
8600000US95471,348,176,172,,48818,19564,95471
8600000US95472,26396,12812,13584,87716,113085,5963,95472
8600000US95476,30059,14622,15437,76151,117983,12907,95476
8600000US95482,24301,11794,12507,50000,75119,7357,95482
8600000US95485,2221,1116,1105,37102,59595,11978,95485
8600000US95486,73,56,17,,49696,51769,95486
8600000US95488,190,106,84,57452,80407,43870,95488
8600000US95490,9988,4617,5371,42292,53052,4703,95490
8600000US95492,23072,11765,11307,99521,113915,4206,95492
8600000US95493,241,104,137,62760,60189,9800,95493
8600000US95494,107,56,51,,74860,58803,95494
8600000US95497,1038,400,638,78350,102344,19507,95497
8600000US95501,19417,9519,9898,42500,61057,6666,95501
8600000US95503,20049,9593,10456,51462,65925,4032,95503
8600000US95511,265,128,137,,37508,17959,95511
8600000US95514,94,58,36,58333,93500,72238,95514
8600000US95519,14624,7588,7036,52758,70608,5089,95519
8600000US95521,18772,9181,9591,36051,60983,8859,95521
8600000US95524,1525,817,708,73531,92651,14070,95524
8600000US95525,1293,745,548,46653,58405,8749,95525
8600000US95526,201,114,87,30000,39304,7785,95526
8600000US95527,544,277,267,42396,51211,9163,95527
8600000US95528,1094,544,550,56250,80024,15017,95528
8600000US95531,18424,10133,8291,46282,60779,5494,95531
8600000US95536,2260,1170,1090,51424,80312,10655,95536
8600000US95537,325,216,109,,44958,19711,95537
8600000US95540,10855,5288,5567,46302,56593,3880,95540
8600000US95542,1781,882,899,31055,46125,12390,95542
8600000US95543,556,246,310,35855,44991,13767,95543
8600000US95545,101,67,34,,72631,39151,95545
8600000US95546,2701,1113,1588,34375,54092,13304,95546
8600000US95547,826,340,486,55577,73777,12829,95547
8600000US95548,964,488,476,36125,49397,6676,95548
8600000US95549,835,467,368,70469,80206,10569,95549
8600000US95550,57,23,34,,31447,19411,95550
8600000US95551,1044,464,580,53077,80445,25022,95551
8600000US95552,540,289,251,27056,38977,8861,95552
8600000US95553,789,492,297,,72045,45272,95553
8600000US95554,247,132,115,62639,61095,12071,95554
8600000US95555,289,141,148,32083,57732,20952,95555
8600000US95556,435,231,204,39300,36718,7460,95556
8600000US95558,347,188,159,40000,78638,28301,95558
8600000US95559,72,16,56,,,,95559
8600000US95560,1275,744,531,78566,90044,27018,95560
8600000US95562,2563,1324,1239,37108,51091,6553,95562
8600000US95563,561,251,310,,68846,38128,95563
8600000US95564,368,198,170,41250,58288,11099,95564
8600000US95565,566,268,298,39115,52098,12785,95565
8600000US95567,1526,714,812,50938,83644,25472,95567
8600000US95568,232,149,83,45769,48314,12246,95568
8600000US95569,295,178,117,47609,54360,22931,95569
8600000US95570,1900,909,991,51406,79001,10652,95570
8600000US95571,204,107,97,31458,48536,17321,95571
8600000US95573,1229,659,570,49306,53112,11331,95573
8600000US95585,402,227,175,22222,33679,7854,95585
8600000US95587,49,10,39,,,,95587
8600000US95589,907,505,402,51250,55621,21094,95589
8600000US95595,140,85,55,47500,169530,133843,95595
8600000US95601,105,52,53,,115827,59028,95601
8600000US95602,15078,7156,7922,73485,92054,6193,95602
8600000US95603,24089,11648,12441,66272,90791,5387,95603
8600000US95604,87,42,45,75729,79125,35549,95604
8600000US95605,10991,5604,5387,45456,63045,7887,95605
8600000US95606,229,119,110,54152,74919,42056,95606
8600000US95607,299,152,147,68990,123148,46474,95607
8600000US95608,49219,22594,26625,61437,91958,3847,95608
8600000US95610,36419,16902,19517,58780,73362,2803,95610
8600000US95612,778,437,341,79750,93735,19634,95612
8600000US95614,3219,1571,1648,97407,101345,11723,95614
8600000US95615,797,501,296,58231,77857,23325,95615
8600000US95616,46738,21796,24942,52827,88536,5081,95616
8600000US95618,20996,10097,10899,92531,135597,6916,95618
8600000US95619,4610,2425,2185,67632,81167,10671,95619
8600000US95620,16126,8233,7893,78079,93304,9346,95620
8600000US95621,32951,15659,17292,59693,71976,3879,95621
8600000US95623,3070,1615,1455,63160,86769,10614,95623
8600000US95624,49001,23329,25672,91971,113247,5835,95624
8600000US95625,67,59,8,58371,62800,23809,95625
8600000US95626,4762,2530,2232,73355,86811,7519,95626
8600000US95627,2847,1335,1512,66169,88772,24363,95627
8600000US95628,33226,16035,17191,81235,110352,4915,95628
8600000US95629,679,305,374,75852,77469,17293,95629
8600000US95630,58294,30399,27895,109942,126506,3056,95630
8600000US95631,5288,2596,2692,79000,84312,7879,95631
8600000US95632,23199,11406,11793,74190,90349,4689,95632
8600000US95633,2949,1599,1350,74362,90264,13188,95633
8600000US95634,2716,1422,1294,54013,63031,9860,95634
8600000US95635,791,381,410,57899,61577,14081,95635
8600000US95636,873,412,461,49981,61235,14500,95636
8600000US95637,163,82,81,51641,42524,12930,95637
8600000US95638,1696,861,835,81500,107945,24092,95638
8600000US95639,251,101,150,59226,58433,19414,95639
8600000US95640,9489,6433,3056,67635,78027,9323,95640
8600000US95641,1367,628,739,36932,55181,7550,95641
8600000US95642,5701,2574,3127,54004,69421,8377,95642
8600000US95645,1312,668,644,40500,56142,9489,95645
8600000US95646,76,71,5,60875,76241,37323,95646
8600000US95648,40451,19219,21232,81267,97933,3287,95648
8600000US95650,11023,5627,5396,93783,119781,17270,95650
8600000US95651,694,385,309,80926,139378,58757,95651
8600000US95652,511,233,278,51250,56049,19420,95652
8600000US95653,405,232,173,58646,71516,28155,95653
8600000US95655,3126,1497,1629,89107,95623,11699,95655
8600000US95658,5555,2767,2788,82781,112236,9752,95658
8600000US95659,679,376,303,64375,80150,14768,95659
8600000US95660,25742,12082,13660,45328,57064,3416,95660
8600000US95661,24677,11335,13342,83289,107383,5022,95661
8600000US95662,25099,12607,12492,77993,91439,4289,95662
8600000US95663,1978,892,1086,98393,120542,16734,95663
8600000US95664,1272,747,525,71921,78738,14906,95664
8600000US95665,3944,1968,1976,69265,88496,17772,95665
8600000US95666,4466,2240,2226,57813,72963,7011,95666
8600000US95667,30077,14464,15613,69443,89658,4232,95667
8600000US95668,605,288,317,64375,77272,10746,95668
8600000US95669,1812,913,899,70417,80532,11677,95669
8600000US95670,42861,21024,21837,64784,84940,3502,95670
8600000US95672,4216,1973,2243,102750,128360,16905,95672
8600000US95673,11668,5679,5989,62604,72133,4485,95673
8600000US95674,682,340,342,83654,110530,13891,95674
8600000US95675,574,282,292,37772,42129,11940,95675
8600000US95677,19502,9244,10258,87014,100338,4512,95677
8600000US95678,32929,16158,16771,70060,87136,4035,95678
8600000US95679,53,26,27,,,,95679
8600000US95680,10,0,10,,,,95680
8600000US95681,933,549,384,53362,68419,21112,95681
8600000US95682,23983,11919,12064,87743,105394,5165,95682
8600000US95683,5136,2371,2765,107395,126833,12972,95683
8600000US95684,3031,1502,1529,60163,73444,15696,95684
8600000US95685,3849,1793,2056,61270,81201,10017,95685
8600000US95686,819,404,415,41094,53131,10055,95686
8600000US95687,53658,28723,24935,81586,96270,3200,95687
8600000US95688,28157,13951,14206,88053,108115,4200,95688
8600000US95689,1442,759,683,56146,101698,34770,95689
8600000US95690,1535,772,763,56850,83942,24058,95690
8600000US95691,27764,13243,14521,73086,90074,4384,95691
8600000US95692,3903,2046,1857,72555,93803,14250,95692
8600000US95693,5308,2589,2719,100679,114053,15230,95693
8600000US95694,7896,3970,3926,82620,105884,15622,95694
8600000US95695,31161,14691,16470,62380,82056,3666,95695
8600000US95697,312,214,98,69688,62129,18138,95697
8600000US95698,128,85,43,,77675,49670,95698
8600000US95699,20,14,6,,,,95699
8600000US95701,677,341,336,71058,80960,15882,95701
8600000US95703,902,437,465,82794,83442,17337,95703
8600000US95709,4232,2247,1985,76472,97346,9087,95709
8600000US95713,8001,4116,3885,64176,84642,11716,95713
8600000US95714,394,176,218,46705,75777,23415,95714
8600000US95715,75,39,36,50250,67460,34871,95715
8600000US95717,106,62,44,54643,61856,25639,95717
8600000US95720,61,30,31,43750,85659,55020,95720
8600000US95721,15,15,0,,,,95721
8600000US95722,4083,2091,1992,98295,117342,10911,95722
8600000US95724,15,15,0,,,,95724
8600000US95726,6722,3128,3594,62699,78171,6159,95726
8600000US95728,163,110,53,,126539,66272,95728
8600000US95735,8,6,2,151250,143517,49434,95735
8600000US95736,198,99,99,,82131,72339,95736
8600000US95742,8207,4159,4048,126348,128879,7515,95742
8600000US95746,17747,8604,9143,135360,187005,14339,95746
8600000US95747,49015,23229,25786,103895,121408,4565,95747
8600000US95757,35177,16793,18384,101823,118905,5369,95757
8600000US95758,47806,22143,25663,79885,95132,4215,95758
8600000US95762,31132,15018,16114,132470,162474,7739,95762
8600000US95765,27194,12627,14567,106554,125838,5610,95765
8600000US95776,17323,8624,8699,77699,92203,7586,95776
8600000US95811,5272,2685,2587,52145,81689,10605,95811
8600000US95814,10761,6469,4292,35264,59876,4865,95814
8600000US95815,18395,9410,8985,31467,44134,3767,95815
8600000US95816,15451,7316,8135,65292,90921,4810,95816
8600000US95817,11386,5010,6376,45410,62046,5794,95817
8600000US95818,17281,8320,8961,80938,115430,17318,95818
8600000US95819,16056,7090,8966,104414,126421,7975,95819
8600000US95820,26963,13440,13523,50031,62738,4496,95820
8600000US95821,26801,12372,14429,42290,63122,3379,95821
8600000US95822,34163,16455,17708,54552,74494,3632,95822
8600000US95823,55873,26903,28970,44981,58069,2976,95823
8600000US95824,21608,10775,10833,33986,44773,2690,95824
8600000US95825,27977,12918,15059,37956,53600,2898,95825
8600000US95826,31065,14639,16426,62527,75698,2846,95826
8600000US95827,16334,7970,8364,56064,73560,4339,95827
8600000US95828,45008,21914,23094,51229,63704,2541,95828
8600000US95829,20508,9951,10557,86483,99305,3807,95829
8600000US95830,785,417,368,80278,109667,29234,95830
8600000US95831,34959,16024,18935,75632,95598,4155,95831
8600000US95832,8008,4081,3927,44811,52542,5467,95832
8600000US95833,30332,14672,15660,60455,78514,4100,95833
8600000US95834,20822,10142,10680,63228,76706,4157,95834
8600000US95835,29540,14046,15494,96743,119462,10512,95835
8600000US95837,262,169,93,242557,231230,44649,95837
8600000US95838,27363,13428,13935,44849,56301,2950,95838
8600000US95841,15972,7365,8607,47215,60684,4177,95841
8600000US95842,23958,11201,12757,50412,61832,3288,95842
8600000US95843,33804,16273,17531,78102,87026,3957,95843
8600000US95864,18680,9185,9495,101446,152449,10122,95864
8600000US95901,24400,11895,12505,49759,62482,3851,95901
8600000US95903,1229,754,475,45250,53919,7637,95903
8600000US95910,65,26,39,,,,95910
8600000US95912,3602,1872,1730,68590,89294,17636,95912
8600000US95914,646,278,368,,49467,15097,95914
8600000US95915,0,0,0,,,,95915
8600000US95916,1110,616,494,32273,41986,6068,95916
8600000US95917,2956,1546,1410,57917,89297,16402,95917
8600000US95918,2046,1087,959,79152,91075,16311,95918
8600000US95919,945,541,404,46995,55991,13278,95919
8600000US95920,229,104,125,46250,82312,28841,95920
8600000US95922,384,229,155,59531,70395,12638,95922
8600000US95923,28,14,14,,45414,35665,95923
8600000US95925,209,89,120,22669,27288,7172,95925
8600000US95926,32311,15675,16636,45782,68607,4441,95926
8600000US95928,31108,15480,15628,47599,74518,4747,95928
8600000US95930,129,73,56,,56881,25589,95930
8600000US95932,5577,2888,2689,50551,68054,7053,95932
8600000US95934,264,158,106,,46067,23590,95934
8600000US95935,401,166,235,,58741,58029,95935
8600000US95936,93,55,38,21250,33864,15618,95936
8600000US95937,1092,510,582,49095,68362,16305,95937
8600000US95938,3244,1462,1782,82097,94105,14578,95938
8600000US95939,541,327,214,34375,49426,11625,95939
8600000US95941,497,218,279,,43456,14931,95941
8600000US95942,554,305,249,,118617,41048,95942
8600000US95943,651,398,253,58309,104324,30624,95943
8600000US95944,29,20,9,,,,95944
8600000US95945,21080,9433,11647,46771,69112,5726,95945
8600000US95946,8045,3996,4049,65500,86298,11085,95946
8600000US95947,1661,850,811,42277,54435,10806,95947
8600000US95948,8149,4007,4142,53438,67222,4816,95948
8600000US95949,17017,8264,8753,67873,85505,4432,95949
8600000US95950,202,99,103,31731,35562,9292,95950
8600000US95951,1871,958,913,43688,48874,6033,95951
8600000US95953,7875,3887,3988,57556,78044,12208,95953
8600000US95954,11319,5453,5866,47563,57079,3898,95954
8600000US95955,1109,590,519,67875,85733,16133,95955
8600000US95956,268,138,130,110625,103647,31521,95956
8600000US95957,647,310,337,60625,80005,11599,95957
8600000US95959,15396,8138,7258,60985,88343,7662,95959
8600000US95960,689,386,303,46591,51130,10851,95960
8600000US95961,19109,9646,9463,52728,67343,3971,95961
8600000US95962,1022,609,413,97523,89820,26697,95962
8600000US95963,10993,5498,5495,47205,58342,4644,95963
8600000US95965,15539,8052,7487,33561,50942,4062,95965
8600000US95966,23270,11511,11759,44381,56977,3482,95966
8600000US95968,1017,512,505,27195,42658,12696,95968
8600000US95969,22772,10762,12010,48717,69942,5937,95969
8600000US95970,484,222,262,50188,91448,36245,95970
8600000US95971,5195,2721,2474,49614,64480,8230,95971
8600000US95973,27181,13199,13982,64517,86934,5631,95973
8600000US95974,31,14,17,,,,95974
8600000US95975,1326,714,612,,71175,22701,95975
8600000US95977,1334,695,639,60683,64200,14999,95977
8600000US95978,77,19,58,,43205,47126,95978
8600000US95979,399,231,168,39167,66102,26005,95979
8600000US95981,22,12,10,,,,95981
8600000US95982,2363,1244,1119,71714,84379,9128,95982
8600000US95983,305,147,158,,94666,75197,95983
8600000US95984,33,8,25,,,,95984
8600000US95986,53,38,15,58214,46603,14663,95986
8600000US95987,4392,2203,2189,60774,103366,27689,95987
8600000US95988,6273,2975,3298,48493,61284,6461,95988
8600000US95991,29461,14128,15333,47871,63991,2899,95991
8600000US95993,27970,13934,14036,67384,87204,5391,95993
8600000US96001,27409,13516,13893,51831,75684,3617,96001
8600000US96002,25613,11816,13797,52693,72499,4786,96002
8600000US96003,35632,17265,18367,51512,68668,2181,96003
8600000US96006,299,147,152,55000,65125,20235,96006
8600000US96007,17858,8808,9050,43973,59048,5714,96007
8600000US96008,1117,428,689,61900,80438,17262,96008
8600000US96009,293,152,141,58281,77733,23855,96009
8600000US96010,145,101,44,43393,46821,14247,96010
8600000US96011,121,67,54,20833,38553,16264,96011
8600000US96013,3549,1562,1987,45319,55810,7569,96013
8600000US96014,145,79,66,34762,32797,9891,96014
8600000US96015,386,206,180,40993,59058,34616,96015
8600000US96016,320,137,183,94398,69920,27772,96016
8600000US96017,137,80,57,42143,61788,27697,96017
8600000US96019,7699,3850,3849,52135,61324,4084,96019
8600000US96020,1951,1024,927,56194,66404,8905,96020
8600000US96021,11762,5728,6034,43032,58354,7020,96021
8600000US96022,12592,5925,6667,50625,66421,4258,96022
8600000US96023,838,413,425,31481,44995,8664,96023
8600000US96024,742,377,365,41397,64006,16680,96024
8600000US96025,1608,783,825,33857,43418,3541,96025
8600000US96027,1937,980,957,57202,62833,7516,96027
8600000US96028,1098,486,612,41897,73449,23232,96028
8600000US96029,143,79,64,40417,50347,18263,96029
8600000US96031,106,52,54,23750,29640,8722,96031
8600000US96032,1959,1028,931,46213,62396,7729,96032
8600000US96033,431,210,221,42500,47848,6073,96033
8600000US96034,195,78,117,33125,52635,17530,96034
8600000US96035,2821,1483,1338,41250,51982,7854,96035
8600000US96037,309,113,196,,57244,17471,96037
8600000US96038,561,306,255,47632,57914,11049,96038
8600000US96039,771,386,385,35197,53427,14282,96039
8600000US96040,178,72,106,,45990,20847,96040
8600000US96041,2349,1107,1242,28880,47916,10509,96041
8600000US96044,801,430,371,43026,49971,4925,96044
8600000US96046,165,86,79,,52967,27284,96046
8600000US96047,734,384,350,43750,62405,17138,96047
8600000US96048,633,297,336,50338,55162,9343,96048
8600000US96049,59,29,30,35625,33046,15681,96049
8600000US96050,355,206,149,24938,46461,10472,96050
8600000US96051,1145,597,548,46328,64685,12782,96051
8600000US96052,1346,779,567,34669,53634,8979,96052
8600000US96054,289,163,126,39231,46169,14385,96054
8600000US96055,2975,1433,1542,47798,63928,8181,96055
8600000US96056,1308,668,640,52019,61874,9795,96056
8600000US96057,1090,577,513,40469,55556,9757,96057
8600000US96058,504,285,219,36838,61412,22582,96058
8600000US96059,497,264,233,39514,48615,12039,96059
8600000US96061,19,8,11,,,,96061
8600000US96062,756,377,379,60833,95050,22370,96062
8600000US96063,183,108,75,49625,64873,25045,96063
8600000US96064,3782,1959,1823,48489,64536,4923,96064
8600000US96065,307,161,146,35000,48446,8581,96065
8600000US96067,5736,2719,3017,47964,72691,16348,96067
8600000US96068,161,121,40,,25317,8005,96068
8600000US96069,701,352,349,54676,68893,18717,96069
8600000US96071,49,25,24,71071,61608,17313,96071
8600000US96073,3195,1596,1599,85694,99389,9064,96073
8600000US96074,154,91,63,38750,47034,15758,96074
8600000US96075,328,226,102,15391,26874,9878,96075
8600000US96076,200,115,85,38333,47319,14923,96076
8600000US96080,21792,10824,10968,41617,58839,4017,96080
8600000US96084,333,157,176,41250,48355,9433,96084
8600000US96085,62,33,29,,93139,42545,96085
8600000US96086,269,133,136,41667,47029,8454,96086
8600000US96087,481,291,190,40147,54037,12264,96087
8600000US96088,3823,2062,1761,48056,59282,5883,96088
8600000US96090,383,199,184,43906,57569,12731,96090
8600000US96091,538,295,243,47500,58480,7157,96091
8600000US96092,246,185,61,41964,65059,31590,96092
8600000US96093,2920,1465,1455,42364,54371,9460,96093
8600000US96094,5252,2577,2675,51862,82206,24114,96094
8600000US96096,604,320,284,53125,69295,12304,96096
8600000US96097,7463,3509,3954,42332,56812,4622,96097
8600000US96101,4524,2276,2248,42097,52549,5907,96101
8600000US96103,1313,600,713,65234,112605,59017,96103
